0.00	2.12	49.84	18.33	-1.13
0.50	8.53	51.27	20.26	0.89
1.00	18.45	51.03	19.70	0.61
1.50	31.28	49.88	20.64	0.61
2.00	41.08	50.52	18.27	0.06
2.50	50.11	51.55	19.10	-0.39
3.00	61.18	49.78	20.80	0.27
3.50	72.45	47.14	20.44	0.54
4.00	79.24	51.07	18.75	-0.78
4.50	88.79	46.95	20.75	-0.37
5.00	103.27	50.19	22.62	1.31
5.50	109.26	49.92	20.83	0.17
6.00	116.67	49.69	20.86	-0.64
6.50	130.66	49.33	19.72	1.18
7.00	138.47	50.60	21.98	0.50
7.50	149.60	51.28	19.20	-1.17
8.00	158.95	50.56	21.78	-1.25
8.50	169.59	50.43	20.36	0.63
9.00	181.16	49.85	21.09	1.39
9.50	190.88	50.99	18.75	0.04
10.00	199.20	50.58	10.14	0.01
10.25	200.08	49.63	9.24	-0.16
10.50	206.59	53.82	10.05	0.61
10.75	205.93	55.57	9.66	-1.34
11.00	205.35	56.15	11.48	-0.02
11.25	210.31	58.04	10.62	-0.07
11.50	211.70	58.83	12.63	-0.03
11.75	213.35	60.66	11.25	0.79
12.00	216.66	61.87	10.33	-1.47
12.25	217.27	63.48	10.10	-0.90
12.50	220.12	63.09	7.90	1.16
12.75	220.41	65.64	11.15	-0.74
13.00	225.23	66.53	9.85	0.10
13.25	227.20	65.94	9.85	0.00
13.50	226.11	67.51	10.28	0.75
13.75	228.64	67.70	10.01	-0.85
14.00	235.74	69.40	10.66	0.85
14.25	236.08	69.07	7.23	-1.00
14.50	239.42	69.99	9.08	-1.31
14.75	240.50	67.95	9.60	-0.05
15.00	244.47	69.75	11.24	-0.53
15.25	245.73	68.32	10.49	-1.06
15.50	251.73	69.64	12.06	0.17
15.75	253.17	68.55	8.47	-0.65
16.00	251.56	69.58	10.40	0.86
16.25	259.15	67.74	9.66	-0.43
16.50	259.31	68.14	7.71	0.36
16.75	262.41	67.62	10.31	-1.55
17.00	265.81	66.57	11.56	0.91
17.25	267.33	67.70	9.34	-1.57
17.50	270.71	66.40	10.13	0.90
17.75	270.20	63.54	9.57	1.53
18.00	272.08	61.16	10.76	-0.54
18.25	276.39	59.78	12.03	-0.27
18.50	278.16	59.94	8.50	0.29
18.75	278.87	57.37	10.68	0.94
19.00	282.20	57.86	9.35	-0.90
19.25	281.94	57.29	11.32	-1.46
19.50	287.24	56.57	12.03	-0.40
19.75	288.55	54.03	9.72	-0.90
20.00	290.96	51.10	7.64	-0.36
20.25	293.45	48.62	9.32	0.02
20.50	292.69	49.52	11.85	-0.63
20.75	294.89	46.51	9.67	-1.46
21.00	297.35	47.94	10.11	0.53
21.25	300.48	43.60	9.79	0.88
21.50	303.09	41.70	10.29	-0.12
21.75	304.28	40.43	8.95	-0.06
22.00	305.82	41.18	10.51	-0.07
22.25	309.76	37.92	10.77	-0.43
22.50	309.83	37.88	8.91	-0.74
22.75	314.73	38.94	10.00	-0.40
23.00	313.38	36.34	9.76	-1.12
23.25	317.10	35.21	9.41	-0.20
23.50	319.27	35.49	12.32	0.60
23.75	319.00	34.62	9.77	-0.94
24.00	323.66	33.06	9.30	1.03
24.25	326.99	33.27	10.76	-0.47
24.50	329.02	32.31	9.26	1.32
24.75	333.25	32.26	8.92	-0.29
25.00	333.92	31.42	10.97	1.47
25.25	338.07	32.10	11.26	-0.86
25.50	339.07	32.13	10.37	-0.18
25.75	340.60	33.34	9.78	1.31
26.00	346.22	32.64	9.73	-0.72
26.25	347.67	33.17	9.31	0.25
26.50	348.12	35.09	10.45	-0.67
26.75	352.35	35.26	10.74	1.16
27.00	354.35	33.91	11.26	0.83
27.25	356.21	38.14	7.87	-0.24
27.50	358.26	38.25	7.95	1.23
27.75	362.15	36.52	9.38	0.77
28.00	365.15	38.81	10.19	0.02
28.25	365.43	40.19	8.87	0.29
28.50	370.11	41.05	9.50	0.71
28.75	370.69	42.67	10.83	-0.32
29.00	373.76	42.99	10.35	-0.39
29.25	373.59	45.62	9.37	0.23
29.50	377.07	46.64	9.53	-1.10
29.75	375.65	49.02	10.37	-1.33
30.00	383.14	50.95	22.48	0.87
30.50	389.75	50.38	21.08	0.05
31.00	401.05	50.17	20.88	0.81
31.50	411.81	51.54	20.32	1.39
32.00	421.13	50.30	19.07	0.39
32.50	428.46	50.15	18.91	0.40
33.00	439.66	49.92	18.45	-0.84
33.50	449.63	51.49	18.73	0.72
34.00	460.58	49.48	20.97	-0.83
34.50	470.26	50.32	19.96	-0.07
35.00	480.15	51.29	20.30	0.06
35.50	492.81	48.52	19.53	0.06
36.00	502.81	49.00	19.12	0.34
36.50	513.21	50.52	19.83	1.51
37.00	521.65	50.64	19.72	0.55
37.50	528.78	50.10	20.07	-0.20
38.00	537.57	50.55	19.87	-0.18
38.50	548.96	48.46	19.78	-0.33
39.00	561.04	49.58	20.97	-0.27
39.50	569.95	49.00	20.08	0.21
40.00	579.93	49.29	19.47	-1.29
