0.00	49.08	49.10	18.24	0.64	1.00
0.00	38.52	48.07	17.86	0.35	1.00
0.00	40.96	39.20	20.14	0.81	1.00
0.00	1.29	397.33	18.58	-0.81	2.00
0.00	-17.06	408.97	19.59	-1.05	2.00
0.00	-4.44	408.94	19.15	-1.10	2.00
0.50	56.49	62.74	19.36	0.80	1.00
0.50	42.18	50.46	16.77	0.41	1.00
0.50	57.10	43.15	19.36	0.72	1.00
0.50	0.32	389.68	27.23	-1.20	2.00
0.50	-9.62	397.77	26.30	-1.18	2.00
0.50	12.27	406.05	25.09	-1.16	2.00
1.00	64.22	62.85	17.07	0.46	1.00
1.00	46.26	54.98	21.32	0.77	1.00
1.00	59.40	51.00	15.04	0.54	1.00
1.00	10.96	380.80	22.17	-1.14	2.00
1.00	2.49	389.61	18.88	-0.90	2.00
1.00	10.90	392.73	17.72	-0.96	2.00
1.50	75.79	68.44	15.65	0.61	1.00
1.50	60.73	58.36	17.80	0.76	1.00
1.50	67.52	53.68	14.44	0.25	1.00
1.50	12.61	366.94	25.44	-1.23	2.00
1.50	1.00	379.31	19.22	-0.99	2.00
1.50	18.47	382.72	22.74	-1.23	2.00
2.00	75.75	73.91	19.88	0.68	1.00
2.00	77.72	67.48	19.15	0.74	1.00
2.00	78.69	54.62	16.96	0.45	1.00
2.00	23.38	360.00	24.61	-1.14	2.00
2.00	10.22	371.67	25.73	-1.10	2.00
2.00	25.26	373.72	21.29	-1.10	2.00
2.50	91.49	70.85	19.16	0.61	1.00
2.50	75.92	70.34	16.23	0.28	1.00
2.50	81.27	69.25	22.51	0.83	1.00
2.50	28.30	356.56	19.91	-1.05	2.00
2.50	13.63	359.32	25.06	-1.01	2.00
2.50	26.13	364.92	19.96	-1.10	2.00
3.00	93.74	85.32	17.06	0.40	1.00
3.00	85.89	79.49	18.98	0.68	1.00
3.00	91.60	72.45	19.14	0.71	1.00
3.00	25.62	338.67	22.26	-1.17	2.00
3.00	22.97	339.22	21.10	-0.97	2.00
3.00	26.61	348.90	21.42	-1.04	2.00
3.50	106.22	82.49	21.16	0.72	1.00
3.50	89.55	82.42	17.98	0.81	1.00
3.50	93.95	79.52	19.95	0.66	1.00
3.50	33.19	328.76	26.35	-1.17	2.00
3.50	17.06	337.09	21.53	-1.15	2.00
3.50	33.60	340.85	26.77	-1.18	2.00
4.00	106.01	87.92	20.85	0.52	1.00
4.00	100.81	92.91	13.46	0.37	1.00
4.00	104.82	80.09	18.81	0.64	1.00
4.00	40.33	326.39	20.51	-1.07	2.00
4.00	21.33	329.19	23.85	-1.08	2.00
4.00	33.66	334.87	23.64	-1.14	2.00
4.50	116.57	93.70	21.37	0.68	1.00
4.50	101.28	93.62	16.52	0.40	1.00
4.50	111.17	86.26	18.77	0.69	1.00
4.50	50.46	308.98	21.39	-1.01	2.00
4.50	30.57	316.36	22.29	-1.16	2.00
4.50	46.01	315.33	24.51	-1.03	2.00
5.00	126.05	99.55	16.77	0.50	1.00
5.00	112.52	102.94	16.43	0.55	1.00
5.00	117.31	93.79	22.11	0.83	1.00
5.00	48.06	301.43	23.58	-1.16	2.00
5.00	36.72	309.37	20.37	-1.07	2.00
5.00	50.01	309.47	21.68	-1.01	2.00
5.50	127.92	109.57	16.96	0.64	1.00
5.50	119.35	103.05	14.12	0.41	1.00
5.50	125.53	92.28	20.72	0.71	1.00
5.50	56.87	291.41	15.84	-0.92	2.00
5.50	46.63	296.55	14.02	-0.86	2.00
5.50	54.97	303.64	20.71	-1.11	2.00
6.00	139.10	105.70	21.46	0.75	1.00
6.00	133.28	110.82	18.81	0.53	1.00
6.00	133.87	103.35	20.09	0.54	1.00
6.00	59.53	277.75	22.39	-1.05	2.00
6.00	51.01	285.46	23.98	-1.11	2.00
6.00	55.41	289.82	21.46	-1.17	2.00
6.50	146.92	121.79	18.34	0.64	1.00
6.50	128.93	111.54	18.99	0.59	1.00
6.50	140.85	103.77	16.00	0.57	1.00
6.50	62.63	267.43	18.11	-1.06	2.00
6.50	50.81	275.18	25.31	-1.16	2.00
6.50	71.47	283.35	23.25	-1.12	2.00
7.00	157.35	119.96	18.39	0.32	1.00
7.00	148.87	122.55	20.05	0.72	1.00
7.00	148.20	110.92	19.83	0.76	1.00
7.00	67.16	259.65	23.20	-1.13	2.00
7.00	53.95	265.99	20.72	-1.12	2.00
7.00	73.74	268.46	20.86	-1.02	2.00
7.50	159.61	127.45	16.87	0.40	1.00
7.50	150.38	120.00	20.37	0.68	1.00
7.50	152.42	119.08	15.89	0.63	1.00
7.50	79.41	251.95	22.44	-1.04	2.00
7.50	61.22	259.13	22.83	-1.03	2.00
7.50	77.18	260.59	20.72	-1.00	2.00
8.00	177.45	130.86	19.89	0.82	1.00
8.00	158.55	129.86	18.98	0.58	1.00
8.00	165.57	124.94	15.82	0.55	1.00
8.00	82.70	244.21	20.65	-1.14	2.00
8.00	63.61	246.34	20.15	-0.96	2.00
8.00	80.49	252.82	20.53	-1.10	2.00
8.50	176.82	135.09	21.06	0.77	1.00
8.50	167.43	130.39	20.98	0.83	1.00
8.50	176.45	122.02	16.35	0.51	1.00
8.50	85.50	229.43	21.51	-0.97	2.00
8.50	74.89	236.26	24.56	-1.08	2.00
8.50	86.54	242.85	26.76	-1.19	2.00
9.00	188.51	140.48	17.68	0.54	1.00
9.00	170.38	137.46	20.66	0.50	1.00
9.00	184.93	132.58	17.19	0.50	1.00
9.00	89.62	223.45	29.23	-1.24	2.00
9.00	79.11	232.10	25.01	-1.16	2.00
9.00	93.29	233.26	20.04	-1.04	2.00
9.50	192.76	151.64	17.62	0.46	1.00
9.50	178.90	144.86	19.96	0.68	1.00
9.50	187.50	136.19	20.93	0.73	1.00
9.50	91.45	204.99	20.17	-1.05	2.00
9.50	87.04	219.48	24.67	-1.11	2.00
9.50	100.11	226.51	23.03	-1.16	2.00
10.00	200.24	149.74	18.66	0.73	1.00
10.00	191.81	145.84	18.23	0.52	1.00
10.00	195.96	144.63	19.17	0.52	1.00
10.00	101.63	191.06	24.99	-1.14	2.00
10.00	87.83	208.97	18.10	-0.87	2.00
10.00	100.26	215.15	21.98	-1.06	2.00
10.50	207.45	151.73	18.63	0.62	1.00
10.50	201.72	155.98	19.07	0.68	1.00
10.50	202.34	146.99	23.77	0.69	1.00
10.50	100.75	195.35	22.27	-1.19	2.00
10.50	88.89	197.40	19.19	-1.11	2.00
10.50	97.99	199.46	22.85	-1.22	2.00
11.00	214.06	161.17	17.81	0.43	1.00
11.00	199.05	159.09	20.42	0.62	1.00
11.00	204.57	153.46	14.56	0.44	1.00
11.00	108.76	176.45	21.47	-1.09	2.00
11.00	98.49	178.12	18.01	-0.99	2.00
11.00	113.09	188.87	22.71	-1.17	2.00
11.50	225.39	165.12	19.23	0.70	1.00
11.50	207.66	162.75	20.58	0.69	1.00
11.50	213.18	156.30	18.64	0.65	1.00
11.50	119.66	170.72	23.28	-1.22	2.00
11.50	102.67	181.74	20.10	-1.06	2.00
11.50	106.83	178.74	27.61	-1.21	2.00
12.00	233.60	170.96	17.77	0.67	1.00
12.00	218.88	167.46	18.20	0.74	1.00
12.00	227.02	161.06	17.20	0.64	1.00
12.00	120.03	163.06	21.14	-0.96	2.00
12.00	107.24	165.12	21.66	-1.05	2.00
12.00	119.17	171.55	18.82	-1.02	2.00
12.50	237.81	176.76	19.52	0.69	1.00
12.50	228.33	180.65	17.05	0.77	1.00
12.50	232.81	163.63	12.25	0.27	1.00
12.50	128.06	151.65	20.76	-1.07	2.00
12.50	110.52	154.47	22.60	-1.16	2.00
12.50	127.62	166.66	23.13	-1.19	2.00
13.00	243.48	181.45	17.15	0.52	1.00
13.00	233.50	177.62	17.62	0.75	1.00
13.00	239.72	171.72	19.56	0.76	1.00
13.00	137.94	136.09	19.27	-1.19	2.00
13.00	114.83	153.36	21.86	-1.18	2.00
13.00	137.62	150.48	24.98	-1.08	2.00
13.50	255.88	184.26	21.78	0.70	1.00
13.50	239.99	188.57	16.81	0.31	1.00
13.50	246.73	174.92	16.91	0.54	1.00
13.50	139.32	129.97	21.13	-1.14	2.00
13.50	118.26	138.16	22.51	-1.08	2.00
