0.00	54.50	49.61	14.63	0.51	1.00
0.00	71.04	57.85	20.82	0.59	1.00
0.00	78.49	66.15	20.70	0.68	1.00
0.00	-1.15	397.05	22.96	-1.05	2.00
0.00	7.85	376.43	21.74	-1.27	2.00
0.00	19.57	357.23	25.27	-1.16	2.00
0.50	55.99	58.84	16.92	0.58	1.00
0.50	73.35	65.14	16.00	0.47	1.00
0.50	80.60	77.12	15.46	0.16	1.00
0.50	4.20	390.00	25.75	-1.13	2.00
0.50	14.36	370.69	20.08	-1.17	2.00
0.50	27.09	353.25	20.92	-1.08	2.00
1.00	66.54	63.58	19.33	0.58	1.00
1.00	84.70	70.57	17.51	0.49	1.00
1.00	96.65	87.80	20.99	0.79	1.00
1.00	9.17	380.62	22.91	-1.07	2.00
1.00	18.82	359.68	23.80	-1.18	2.00
1.00	28.96	340.85	27.53	-1.14	2.00
1.50	67.86	63.22	19.22	0.79	1.00
1.50	90.40	69.70	18.06	0.64	1.00
1.50	106.20	82.41	19.27	0.76	1.00
1.50	17.11	370.92	20.43	-1.00	2.00
1.50	24.85	353.07	24.52	-1.19	2.00
1.50	34.17	323.77	20.50	-1.09	2.00
2.00	77.85	73.36	15.57	0.53	1.00
2.00	95.90	78.15	20.46	0.55	1.00
2.00	116.04	93.07	20.82	0.60	1.00
2.00	21.65	363.05	21.59	-1.03	2.00
2.00	31.32	341.72	23.82	-1.10	2.00
2.00	36.26	321.00	18.61	-0.98	2.00
2.50	88.07	75.40	16.58	0.40	1.00
2.50	103.62	82.98	16.92	0.50	1.00
2.50	119.75	100.40	17.74	0.73	1.00
2.50	26.27	350.64	19.07	-1.03	2.00
2.50	31.89	333.20	18.69	-1.03	2.00
2.50	42.57	305.28	20.99	-1.06	2.00
3.00	95.83	78.52	20.41	0.65	1.00
3.00	110.62	89.26	18.21	0.58	1.00
3.00	127.35	102.92	17.67	0.81	1.00
3.00	30.59	337.27	20.49	-1.14	2.00
3.00	42.58	319.24	17.44	-0.96	2.00
3.00	47.27	302.94	24.16	-1.08	2.00
3.50	107.56	86.57	17.98	0.50	1.00
3.50	115.23	87.40	20.10	0.57	1.00
3.50	131.17	103.44	20.86	0.80	1.00
3.50	34.76	333.43	23.17	-1.08	2.00
3.50	46.73	308.14	23.50	-1.14	2.00
3.50	50.15	297.10	27.18	-1.25	2.00
4.00	105.34	87.21	18.82	0.81	1.00
4.00	128.52	101.52	21.87	0.77	1.00
4.00	138.16	113.18	22.97	0.86	1.00
4.00	39.97	322.88	24.68	-1.02	2.00
4.00	48.76	298.45	19.63	-1.14	2.00
4.00	62.24	276.36	19.44	-0.90	2.00
4.50	121.14	95.32	19.30	0.63	1.00
4.50	135.18	100.25	14.65	0.38	1.00
4.50	150.13	111.92	17.85	0.67	1.00
4.50	42.58	308.94	22.01	-1.09	2.00
4.50	59.05	292.02	22.58	-1.01	2.00
4.50	59.09	269.08	23.50	-1.09	2.00
5.00	123.86	100.66	16.44	0.46	1.00
5.00	139.03	103.79	14.18	0.30	1.00
5.00	155.27	121.71	21.69	0.63	1.00
5.00	41.74	304.36	19.83	-1.04	2.00
5.00	62.03	282.45	23.57	-1.15	2.00
5.00	71.99	263.48	19.84	-0.92	2.00
5.50	129.68	111.57	18.12	0.73	1.00
5.50	148.68	117.24	18.78	0.58	1.00
5.50	161.68	122.55	18.59	0.57	1.00
5.50	49.32	290.93	24.57	-1.11	2.00
5.50	64.59	271.55	19.72	-1.00	2.00
5.50	75.02	253.33	22.32	-0.98	2.00
6.00	134.75	111.49	16.96	0.53	1.00
6.00	157.68	118.00	18.32	0.65	1.00
6.00	171.49	124.77	14.83	0.39	1.00
6.00	59.25	278.45	22.10	-1.11	2.00
6.00	71.33	261.09	20.95	-1.09	2.00
6.00	77.72	241.64	21.54	-1.06	2.00
6.50	148.82	112.86	17.58	0.60	1.00
6.50	168.02	125.98	17.42	0.64	1.00
6.50	174.54	134.88	17.16	0.76	1.00
6.50	64.85	266.12	17.81	-1.09	2.00
6.50	77.02	246.12	20.12	-1.06	2.00
6.50	87.23	233.14	20.19	-1.10	2.00
7.00	156.39	125.06	15.13	0.48	1.00
7.00	170.60	129.12	15.99	0.52	1.00
7.00	187.71	139.19	19.11	0.69	1.00
7.00	74.73	262.29	21.37	-1.06	2.00
7.00	80.43	243.10	26.66	-1.12	2.00
7.00	94.13	221.46	24.90	-1.14	2.00
7.50	166.76	122.27	17.30	0.69	1.00
7.50	171.80	137.52	16.39	0.53	1.00
7.50	191.24	143.92	18.09	0.41	1.00
7.50	73.35	253.49	26.49	-1.19	2.00
7.50	86.23	222.61	22.61	-1.13	2.00
7.50	93.19	211.89	26.64	-1.19	2.00
8.00	171.50	126.01	17.21	0.60	1.00
8.00	185.13	137.25	15.59	0.29	1.00
8.00	200.70	151.20	17.33	0.55	1.00
8.00	78.69	234.36	22.01	-1.11	2.00
8.00	89.14	213.64	22.90	-1.06	2.00
8.00	99.82	203.25	22.57	-1.13	2.00
8.50	176.54	139.40	17.45	0.44	1.00
8.50	195.99	140.97	20.35	0.72	1.00
8.50	213.67	156.03	16.61	0.15	1.00
8.50	86.80	230.78	25.41	-1.10	2.00
8.50	94.08	208.57	16.38	-1.03	2.00
8.50	108.02	188.95	22.75	-1.03	2.00
9.00	185.93	139.21	16.99	0.63	1.00
9.00	197.80	151.87	17.67	0.76	1.00
9.00	213.99	157.81	17.24	0.53	1.00
9.00	93.63	223.35	20.44	-1.03	2.00
9.00	97.94	195.61	25.88	-1.09	2.00
9.00	108.40	183.71	18.11	-1.11	2.00
9.50	189.99	140.16	15.84	0.39	1.00
9.50	208.04	155.15	18.83	0.63	1.00
9.50	225.83	165.49	18.75	0.71	1.00
9.50	92.13	212.05	18.63	-1.14	2.00
9.50	103.39	192.06	25.99	-1.20	2.00
9.50	112.21	165.72	21.59	-1.09	2.00
10.00	204.93	151.54	17.25	0.58	1.00
10.00	211.46	157.94	16.80	0.60	1.00
10.00	230.73	165.90	17.10	0.55	1.00
10.00	104.11	204.46	21.99	-1.18	2.00
10.00	106.23	185.32	21.84	-1.08	2.00
10.00	122.26	163.31	22.89	-1.10	2.00
10.50	215.84	154.19	16.65	0.58	1.00
10.50	216.75	165.66	18.15	0.83	1.00
10.50	244.01	178.07	18.36	0.62	1.00
10.50	105.85	187.37	21.96	-1.08	2.00
10.50	116.15	164.69	25.06	-1.26	2.00
10.50	124.27	152.61	25.56	-1.21	2.00
11.00	210.83	163.08	15.88	0.57	1.00
11.00	227.60	171.68	16.25	0.48	1.00
11.00	247.35	174.33	22.50	0.88	1.00
11.00	109.51	181.51	22.32	-1.14	2.00
11.00	119.36	166.36	21.38	-1.08	2.00
11.00	130.92	135.74	24.64	-1.11	2.00
11.50	226.12	167.70	19.25	0.55	1.00
11.50	236.88	175.78	20.02	0.69	1.00
11.50	251.37	181.39	22.06	0.77	1.00
11.50	115.11	168.15	17.10	-0.97	2.00
11.50	124.62	146.41	15.92	-1.15	2.00
11.50	139.03	131.94	21.47	-1.03	2.00
12.00	231.42	170.51	16.57	0.44	1.00
12.00	239.07	176.12	21.50	0.72	1.00
12.00	256.46	186.59	17.67	0.33	1.00
12.00	123.13	159.25	20.89	-1.16	2.00
12.00	134.84	137.96	22.90	-1.02	2.00
12.00	145.26	123.77	24.61	-1.19	2.00
12.50	241.18	178.20	18.41	0.31	1.00
12.50	251.24	180.85	24.39	0.94	1.00
12.50	269.13	194.27	17.49	0.46	1.00
12.50	120.69	150.06	25.99	-1.17	2.00
12.50	137.41	126.67	18.50	-0.91	2.00
12.50	147.07	110.04	22.34	-1.20	2.00
13.00	241.57	180.24	17.52	0.49	1.00
13.00	259.88	186.96	18.26	0.46	1.00
13.00	270.30	200.33	19.41	0.80	1.00
13.00	133.10	142.52	22.00	-1.02	2.00
