0.00	-2.03	46.48	16.28	-0.29	1.00
0.00	-4.70	55.56	14.93	0.22	1.00
0.00	-12.04	41.62	15.28	0.06	1.00
0.00	47.10	97.01	10.25	-0.04	2.00
0.00	40.25	106.90	10.27	-0.18	2.00
0.00	43.63	89.95	12.93	-0.65	2.00
0.50	10.36	52.79	15.38	0.23	1.00
0.50	-3.53	58.61	15.20	0.37	1.00
0.50	-7.30	36.72	12.69	0.09	1.00
0.50	56.55	97.33	9.34	-0.19	2.00
0.50	44.37	114.47	8.09	-0.26	2.00
0.50	47.02	90.29	9.60	-0.27	2.00
1.00	14.17	50.87	16.37	0.09	1.00
1.00	2.02	59.21	17.69	-0.35	1.00
1.00	5.13	37.48	18.06	-0.27	1.00
1.00	65.61	100.58	10.73	0.33	2.00
1.00	51.09	108.79	8.28	-0.23	2.00
1.00	54.81	89.31	10.75	-0.11	2.00
1.50	22.41	49.31	15.46	0.06	1.00
1.50	11.42	57.60	16.99	0.24	1.00
1.50	14.63	38.13	17.59	-0.22	1.00
1.50	64.40	96.50	8.46	0.04	2.00
1.50	54.85	110.16	11.52	-0.01	2.00
1.50	49.66	93.40	9.78	0.01	2.00
2.00	40.93	53.55	17.84	-0.22	1.00
2.00	22.08	62.81	17.42	-0.09	1.00
2.00	17.99	33.68	16.15	0.44	1.00
2.00	69.16	97.91	12.11	0.05	2.00
2.00	55.43	112.47	10.82	-0.37	2.00
2.00	61.67	84.50	8.99	-0.43	2.00
2.50	33.46	42.24	14.86	-0.21	1.00
2.50	25.67	51.89	16.09	0.06	1.00
2.50	29.60	33.98	16.13	0.12	1.00
2.50	73.58	102.57	11.18	0.14	2.00
2.50	66.03	108.25	11.66	-0.31	2.00
2.50	67.79	84.72	10.81	0.22	2.00
3.00	48.19	52.29	11.95	-0.01	1.00
3.00	34.78	63.06	14.89	0.10	1.00
3.00	40.31	42.71	14.26	0.04	1.00
3.00	82.17	96.04	13.62	-0.44	2.00
3.00	70.46	108.61	9.32	0.57	2.00
3.00	69.69	90.20	11.41	0.32	2.00
3.50	56.32	48.46	13.42	0.09	1.00
3.50	40.40	60.40	15.94	-0.12	1.00
3.50	46.30	40.99	12.50	-0.25	1.00
3.50	80.10	97.23	10.85	0.06	2.00
3.50	74.93	111.28	9.95	0.09	2.00
3.50	73.22	83.67	9.24	-0.28	2.00
4.00	58.15	50.03	16.36	0.28	1.00
4.00	51.21	62.13	13.87	0.09	1.00
4.00	50.04	40.99	13.76	-0.13	1.00
4.00	90.35	94.82	10.44	0.02	2.00
4.00	80.49	103.08	9.80	0.05	2.00
4.00	76.12	92.92	10.72	-0.07	2.00
4.50	59.90	50.33	15.52	0.14	1.00
4.50	57.00	59.15	15.50	0.30	1.00
4.50	52.35	37.86	16.81	0.20	1.00
4.50	94.27	98.97	9.99	0.31	2.00
4.50	87.50	110.24	9.40	0.52	2.00
4.50	84.69	90.85	10.22	0.24	2.00
5.00	79.41	50.34	15.52	-0.01	1.00
5.00	62.47	56.45	14.52	0.06	1.00
5.00	66.55	46.90	13.21	-0.09	1.00
5.00	101.00	99.35	9.73	0.15	2.00
5.00	84.84	110.01	8.88	-0.17	2.00
5.00	91.71	92.06	10.94	0.01	2.00
5.50	82.81	49.54	14.76	0.06	1.00
5.50	72.72	59.36	13.21	0.07	1.00
5.50	71.16	37.52	14.47	0.15	1.00
5.50	105.32	100.90	11.81	-0.34	2.00
5.50	99.39	113.66	11.89	-0.53	2.00
5.50	97.47	91.91	10.21	-0.14	2.00
6.00	86.50	47.40	17.99	-0.05	1.00
6.00	81.51	58.88	18.24	-0.10	1.00
6.00	85.51	43.44	12.34	-0.05	1.00
6.00	106.33	99.14	9.89	-0.04	2.00
6.00	101.74	108.44	12.59	-0.51	2.00
6.00	102.32	85.93	10.92	0.25	2.00
6.50	97.82	53.29	16.56	-0.12	1.00
6.50	86.43	66.58	14.74	-0.11	1.00
6.50	89.99	39.71	11.33	-0.12	1.00
6.50	111.17	103.00	10.73	-0.12	2.00
6.50	102.79	109.56	7.86	-0.42	2.00
6.50	100.94	89.94	11.20	-0.18	2.00
7.00	99.70	47.81	14.93	-0.05	1.00
7.00	95.72	60.40	15.60	0.49	1.00
7.00	95.05	44.08	12.56	0.23	1.00
7.00	118.39	102.98	10.08	0.18	2.00
7.00	116.03	108.86	12.60	0.49	2.00
7.00	112.07	87.72	12.21	0.01	2.00
7.50	115.02	53.43	16.59	-0.12	1.00
7.50	102.13	62.35	14.84	-0.05	1.00
7.50	101.73	37.92	16.34	-0.21	1.00
7.50	126.07	96.73	12.28	-0.09	2.00
7.50	114.47	103.05	9.59	-0.14	2.00
7.50	114.76	92.66	12.19	-0.44	2.00
8.00	120.94	50.21	14.17	0.22	1.00
8.00	113.03	60.91	14.01	-0.01	1.00
8.00	116.05	33.04	16.00	-0.15	1.00
8.00	132.05	101.09	9.94	-0.03	2.00
8.00	118.90	110.70	9.92	0.35	2.00
8.00	121.44	85.52	11.43	-0.53	2.00
8.50	129.00	55.15	14.49	0.01	1.00
8.50	118.72	64.32	15.99	-0.13	1.00
8.50	114.26	39.43	16.48	0.26	1.00
8.50	136.70	95.11	8.95	-0.25	2.00
8.50	125.42	108.09	11.00	-0.33	2.00
8.50	124.32	88.24	12.28	-0.20	2.00
9.00	138.75	47.57	14.39	0.26	1.00
9.00	126.77	60.15	15.92	0.21	1.00
9.00	120.31	42.05	14.18	-0.32	1.00
9.00	142.35	99.55	6.96	0.03	2.00
9.00	126.49	112.66	9.72	0.22	2.00
9.00	125.93	96.85	9.75	-0.11	2.00
9.50	135.35	42.95	17.24	-0.43	1.00
9.50	135.56	58.50	14.04	-0.28	1.00
9.50	129.44	41.89	14.70	-0.32	1.00
9.50	148.36	99.67	11.08	0.06	2.00
9.50	135.44	104.87	10.64	-0.18	2.00
9.50	136.24	88.68	11.95	0.09	2.00
10.00	146.24	45.43	18.00	0.08	1.00
10.00	139.67	58.74	14.13	0.09	1.00
10.00	136.94	36.16	17.81	-0.17	1.00
10.00	156.30	99.26	9.85	0.22	2.00
10.00	144.60	110.06	9.58	-0.13	2.00
10.00	147.39	90.99	7.51	0.42	2.00
10.50	160.40	47.46	15.59	-0.12	1.00
10.50	142.15	54.25	16.89	0.10	1.00
10.50	141.42	39.07	14.22	-0.31	1.00
10.50	152.83	100.90	10.87	-0.01	2.00
10.50	142.52	111.38	10.96	-0.51	2.00
10.50	144.64	84.39	12.39	-0.15	2.00
11.00	168.35	51.78	14.35	0.06	1.00
11.00	151.04	61.30	17.68	-0.23	1.00
11.00	157.95	44.44	15.19	0.15	1.00
11.00	162.88	99.06	7.20	-0.23	2.00
11.00	145.11	106.17	10.15	0.05	2.00
11.00	156.70	90.64	9.99	-0.18	2.00
11.50	172.09	48.28	15.66	-0.16	1.00
11.50	159.69	61.51	16.07	0.11	1.00
11.50	162.14	43.04	15.01	0.09	1.00
11.50	169.79	102.48	6.64	0.44	2.00
11.50	150.07	108.68	10.14	-0.04	2.00
11.50	150.81	85.71	7.90	-0.06	2.00
12.00	181.15	44.14	14.82	-0.14	1.00
12.00	171.09	54.53	15.03	0.03	1.00
12.00	168.03	33.45	17.74	0.05	1.00
12.00	172.29	99.83	12.09	0.48	2.00
12.00	158.63	114.18	10.66	0.26	2.00
12.00	162.25	90.84	9.45	0.31	2.00
12.50	189.02	48.95	12.20	0.06	1.00
12.50	180.01	65.83	18.21	-0.11	1.00
12.50	174.40	40.27	14.39	0.08	1.00
12.50	176.45	97.46	8.31	0.14	2.00
12.50	165.64	113.16	9.71	0.32	2.00
12.50	164.61	91.73	9.83	-0.12	2.00
13.00	197.76	44.36	15.37	0.48	1.00
13.00	185.63	62.58	15.64	0.44	1.00
13.00	183.73	42.66	15.64	0.12	1.00
13.00	180.46	99.63	10.63	-0.03	2.00
13.00	165.11	106.84	10.65	-0.55	2.00
13.00	172.83	91.61	10.30	0.16	2.00
13.50	204.44	48.54	15.12	-0.10	1.00
13.50	191.77	64.04	14.36	-0.12	1.00
13.50	191.19	36.37	16.80	-0.31	1.00
13.50	189.21	100.76	8.62	0.51	2.00
13.50	178.10	109.49	12.11	0.49	2.00
13.50	176.20	87.98	9.14	0.18	2.00
14.00	209.73	44.77	18.19	0.10	1.00
14.00	198.30	60.38	15.18	-0.10	1.00
14.00	194.37	47.10	16.91	-0.09	1.00
14.00	192.74	102.44	9.76	-0.24	2.00
14.00	173.92	108.72	10.21	-0.10	2.00
14.00	177.26	92.71	11.08	-0.04	2.00
14.50	216.43	50.03	13.91	-0.08	1.00
14.50	213.21	62.45	17.17	-0.23	1.00
14.50	205.94	41.99	16.07	0.27	1.00
14.50	189.36	98.25	10.97	-0.24	2.00
14.50	190.59	113.10	10.95	0.04	2.00
14.50	183.59	89.13	9.89	-0.02	2.00
15.00	223.97	47.52	14.71	-0.02	1.00
15.00	212.25	54.83	14.30	-0.35	1.00
15.00	211.43	37.98	12.43	0.02	1.00
15.00	200.09	95.36	8.18	-0.10	2.00
15.00	189.94	112.23	11.12	-0.03	2.00
15.00	188.38	88.62	9.18	-0.17	2.00
15.50	228.25	48.82	15.25	-0.44	1.00
15.50	222.57	60.13	16.02	-0.18	1.00
15.50	227.87	39.03	13.98	-0.05	1.00
15.50	205.30	104.39	14.94	-0.46	2.00
15.50	185.19	111.92	8.79	0.02	2.00
15.50	191.70	91.98	11.96	-0.55	2.00
16.00	234.51	47.60	15.07	-0.36	1.00
16.00	229.60	57.71	14.66	0.10	1.00
16.00	226.27	39.45	14.90	0.18	1.00
16.00	208.28	94.67	8.94	0.14	2.00
16.00	200.01	112.65	8.32	-0.21	2.00
16.00	203.45	95.16	10.69	-0.64	2.00
16.50	249.54	53.81	13.60	0.19	1.00
16.50	240.25	57.21	14.07	-0.01	1.00
16.50	239.66	39.46	17.90	-0.14	1.00
16.50	217.73	102.66	13.35	0.06	2.00
16.50	204.92	114.50	12.44	0.05	2.00
16.50	200.03	86.60	9.56	0.65	2.00
17.00	259.66	51.13	17.29	-0.21	1.00
17.00	244.31	54.71	16.88	-0.19	1.00
17.00	250.61	45.47	15.52	0.36	1.00
17.00	220.59	96.74	7.06	-0.71	2.00
17.00	211.04	114.27	10.59	0.42	2.00
17.00	210.37	90.51	11.32	0.16	2.00
17.50	259.92	55.06	15.66	0.21	1.00
17.50	253.94	56.37	15.11	-0.12	1.00
17.50	248.58	37.97	16.19	0.27	1.00
17.50	221.90	101.79	12.72	-0.09	2.00
17.50	209.77	112.76	7.15	0.12	2.00
17.50	213.77	87.44	7.83	0.20	2.00
18.00	264.59	44.22	13.15	0.16	1.00
18.00	256.57	55.37	14.03	0.17	1.00
18.00	263.01	40.52	13.27	-0.02	1.00
18.00	227.18	95.18	10.72	0.24	2.00
18.00	221.04	115.73	10.45	-0.09	2.00
18.00	219.34	89.53	10.21	-0.02	2.00
18.50	275.80	49.15	16.21	0.19	1.00
18.50	262.08	52.25	15.78	0.10	1.00
18.50	267.72	41.47	16.61	0.30	1.00
18.50	234.94	100.05	10.02	-0.11	2.00
18.50	220.87	108.98	10.21	-0.03	2.00
18.50	218.74	87.28	11.61	-0.26	2.00
19.00	285.01	50.38	15.53	-0.00	1.00
19.00	276.98	60.50	16.10	0.00	1.00
19.00	278.34	36.66	16.36	0.12	1.00
19.00	236.95	96.33	11.88	0.19	2.00
19.00	234.18	110.89	9.75	0.56	2.00
19.00	231.25	84.23	11.20	0.26	2.00
19.50	289.28	53.92	15.48	0.39	1.00
19.50	281.41	58.30	15.61	-0.10	1.00
19.50	283.82	40.70	14.38	-0.06	1.00
19.50	244.94	98.97	12.17	-0.18	2.00
19.50	236.12	114.38	7.62	-0.16	2.00
19.50	235.85	86.16	8.52	0.09	2.00
20.00	300.45	52.39	14.03	0.06	1.00
20.00	290.77	56.61	12.68	-0.22	1.00
20.00	284.77	38.43	15.27	0.13	1.00
20.00	248.40	100.22	9.36	0.10	2.00
20.00	240.16	107.64	10.14	0.00	2.00
20.00	237.58	91.91	9.51	-0.37	2.00
