0.00	0.00	0.00	20.00	0.00
1.00	20.00	0.00	20.00	0.00
2.00	40.00	0.00	20.00	0.00
3.00	60.00	0.00	20.00	0.00
4.00	80.00	0.00	20.00	0.00
5.00	100.00	0.00	20.00	0.00
6.00	120.00	0.00	20.00	0.00
7.00	140.00	0.00	20.00	0.00
8.00	160.00	0.00	20.00	0.00
9.00	180.00	0.00	20.00	0.00
10.00	200.00	0.00	20.00	0.00
11.00	220.00	0.00	20.00	0.00
12.00	240.00	0.00	20.00	0.00
13.00	260.00	0.00	20.00	0.00
14.00	280.00	0.00	20.00	0.00
15.00	300.00	0.00	20.00	0.00
16.00	320.00	0.00	20.00	0.00
17.00	340.00	0.00	20.00	0.00
18.00	360.00	0.00	20.00	0.00
19.00	380.00	0.00	20.00	0.00
20.00	400.00	0.00	20.00	0.00
21.00	420.00	0.00	20.00	0.00
22.00	440.00	0.00	20.00	0.00
23.00	460.00	0.00	20.00	0.00
24.00	480.00	0.00	20.00	0.00
25.00	500.00	0.00	20.00	0.00
26.00	520.00	0.00	20.00	0.00
27.00	540.00	0.00	20.00	0.00
28.00	560.00	0.00	20.00	0.00
29.00	580.00	0.00	20.00	0.00
30.00	600.00	0.00	20.00	0.00
31.00	620.00	0.00	20.00	0.00
32.00	640.00	0.00	20.00	0.00
33.00	660.00	0.00	20.00	0.00
34.00	680.00	0.00	20.00	0.00
35.00	700.00	0.00	20.00	0.00
36.00	720.00	0.00	20.00	0.00
37.00	740.00	0.00	20.00	0.00
38.00	760.00	0.00	20.00	0.00
39.00	780.00	0.00	20.00	0.00
40.00	800.00	0.00	20.00	0.00
41.00	820.00	0.00	20.00	0.00
42.00	840.00	0.00	20.00	0.00
43.00	860.00	0.00	20.00	0.00
44.00	880.00	0.00	20.00	0.00
45.00	900.00	0.00	20.00	0.00
46.00	920.00	0.00	20.00	0.00
47.00	940.00	0.00	20.00	0.00
48.00	960.00	0.00	20.00	0.00
49.00	980.00	0.00	20.00	0.00
50.00	1000.00	0.00	20.00	0.00
51.00	1020.00	0.00	20.00	0.00
52.00	1040.00	0.00	20.00	0.00
53.00	1060.00	0.00	20.00	0.00
54.00	1080.00	0.00	20.00	0.00
55.00	1100.00	0.00	20.00	0.00
56.00	1120.00	0.00	20.00	0.00
57.00	1140.00	0.00	20.00	0.00
58.00	1160.00	0.00	20.00	0.00
59.00	1180.00	0.00	20.00	0.00
60.00	1200.00	0.00	20.00	0.00
61.00	1220.00	0.00	20.00	0.00
62.00	1240.00	0.00	20.00	0.00
63.00	1260.00	0.00	20.00	0.00
64.00	1280.00	0.00	20.00	0.00
65.00	1300.00	0.00	20.00	0.00
66.00	1320.00	0.00	20.00	0.00
67.00	1340.00	0.00	20.00	0.00
68.00	1360.00	0.00	20.00	0.00
69.00	1380.00	0.00	20.00	0.00
70.00	1400.00	0.00	20.00	0.00
71.00	1420.00	0.00	20.00	0.00
72.00	1440.00	0.00	20.00	0.00
73.00	1460.00	0.00	20.00	0.00
74.00	1480.00	0.00	20.00	0.00
75.00	1500.00	0.00	20.00	0.00
76.00	1520.00	0.00	20.00	0.00
77.00	1540.00	0.00	20.00	0.00
78.00	1560.00	0.00	20.00	0.00
79.00	1580.00	0.00	20.00	0.00
80.00	1600.00	0.00	20.00	0.00
81.00	1620.00	0.00	20.00	0.00
82.00	1640.00	0.00	20.00	0.00
83.00	1660.00	0.00	20.00	0.00
84.00	1680.00	0.00	20.00	0.00
85.00	1700.00	0.00	20.00	0.00
86.00	1720.00	0.00	20.00	0.00
87.00	1740.00	0.00	20.00	0.00
88.00	1760.00	0.00	20.00	0.00
89.00	1780.00	0.00	20.00	0.00
90.00	1800.00	0.00	20.00	0.00
91.00	1820.00	0.00	20.00	0.00
92.00	1840.00	0.00	20.00	0.00
93.00	1860.00	0.00	20.00	0.00
94.00	1880.00	0.00	20.00	0.00
95.00	1900.00	0.00	20.00	0.00
96.00	1920.00	0.00	20.00	0.00
97.00	1940.00	0.00	20.00	0.00
98.00	1960.00	0.00	20.00	0.00
99.00	1980.00	0.00	20.00	0.00
100.00	2000.00	0.00	20.00	0.00
101.00	2020.00	0.00	20.00	0.00
102.00	2040.00	0.00	20.00	0.00
103.00	2060.00	0.00	20.00	0.00
104.00	2080.00	0.00	20.00	0.00
105.00	2100.00	0.00	20.00	0.00
106.00	2120.00	0.00	20.00	0.00
107.00	2140.00	0.00	20.00	0.00
108.00	2160.00	0.00	20.00	0.00
109.00	2180.00	0.00	20.00	0.00
110.00	2200.00	0.00	20.00	0.00
111.00	2220.00	0.00	20.00	0.00
112.00	2240.00	0.00	20.00	0.00
113.00	2260.00	0.00	20.00	0.00
114.00	2280.00	0.00	20.00	0.00
115.00	2300.00	0.00	20.00	0.00
116.00	2320.00	0.00	20.00	0.00
117.00	2340.00	0.00	20.00	0.00
118.00	2360.00	0.00	20.00	0.00
119.00	2380.00	0.00	20.00	0.00
120.00	2400.00	0.00	20.00	0.00
121.00	2420.00	0.00	20.00	0.00
122.00	2440.00	0.00	20.00	0.00
123.00	2460.00	0.00	20.00	0.00
124.00	2480.00	0.00	20.00	0.00
125.00	2500.00	0.00	20.00	0.00
126.00	2520.00	0.00	20.00	0.00
127.00	2540.00	0.00	20.00	0.00
128.00	2560.00	0.00	20.00	0.00
129.00	2580.00	0.00	20.00	0.00
130.00	2600.00	0.00	20.00	0.00
131.00	2620.00	0.00	20.00	0.00
132.00	2640.00	0.00	20.00	0.00
133.00	2660.00	0.00	20.00	0.00
134.00	2680.00	0.00	20.00	0.00
135.00	2700.00	0.00	20.00	0.00
136.00	2720.00	0.00	20.00	0.00
137.00	2740.00	0.00	20.00	0.00
138.00	2760.00	0.00	20.00	0.00
139.00	2780.00	0.00	20.00	0.00
140.00	2800.00	0.00	20.00	0.00
